          ;       13268;   ;Filtro    ;Inicio                                  ;10112014      ;055031;200.54.88.50   ;OK ;                    ;Inicio de filtrado                                                      
          ;       13268;   ;Filtro    ;tbk_param.txt                           ;10112014      ;055031;200.54.88.50   ;OK ;                    ;Archivo parseado                                                        
          ;       13268;   ;Filtro    ;Terminado                               ;10112014      ;055031;200.54.88.50   ;OK ;                    ;Datos Filtrados con exito                                               
562743166 ;       13268;   ;pago      ;inicio                                  ;10112014      ;055031;200.54.88.50   ;OK ;597026007976        ;Parseo realizado                                                        
562743166 ;       13268;   ;pago      ;https://certificacion.webpay.cl         ;10112014      ;055031;200.54.88.50   ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
562743166 ;       13268;   ;pago      ;https://certificacion.webpay.cl         ;10112014      ;055031;200.54.88.50   ;OK ;597026007976        ;Mac generado                                                            
562743166 ;       13268;   ;pago      ;https://certificacion.webpay.cl         ;10112014      ;055031;200.54.88.50   ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
562743166 ;       13268;   ;pago      ;https://certificacion.webpay.cl         ;10112014      ;055031;200.54.88.50   ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
562743166 ;       13268;   ;pago      ;https://certificacion.webpay.cl         ;10112014      ;055031;200.54.88.50   ;OK ;597026007976        ;Datos listos para ser enviados                                          
562743166 ;       13268;   ;pago      ;https://certificacion.webpay.cl         ;10112014      ;055031;200.54.88.50   ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
562743166 ;       13268;   ;pago      ;https://certificacion.webpay.cl         ;10112014      ;055040;200.54.88.50   ;OK ;597026007976        ;Datos validados                                                         
562743166 ;       13268;   ;pago      ;https://certificacion.webpay.cl         ;10112014      ;055040;200.54.88.50   ;OK ;597026007976        ;Token=e54a59b5e8e34f88a7be04fe075a8ab999ed9a0fe2fcec40bef794090be351c6  
562743166 ;       13268;   ;pago      ;https://certificacion.webpay.cl         ;10112014      ;055040;200.54.88.50   ;OK ;597026007976        ;Redireccion web                                                         
562743166 ;       13268;   ;pago      ;https://certificacion.webpay.cl         ;10112014      ;055040;200.54.88.50   ;OK ;597026007976        ;Todo OK                                                                 
          ;       13790;   ;resultado ;Desencriptando                          ;10112014      ;055122;200.10.12.55   ;OK ;                    ;TBK_PARAM desencriptado                                                 
