          ;        9031;   ;Filtro    ;Inicio                                  ;12112014      ;074912;200.54.88.50   ;OK ;                    ;Inicio de filtrado                                                      
          ;        9031;   ;Filtro    ;tbk_param.txt                           ;12112014      ;074912;200.54.88.50   ;OK ;                    ;Archivo parseado                                                        
          ;        9031;   ;Filtro    ;Terminado                               ;12112014      ;074912;200.54.88.50   ;OK ;                    ;Datos Filtrados con exito                                               
580735246 ;        9031;   ;pago      ;inicio                                  ;12112014      ;074912;200.54.88.50   ;OK ;597026007976        ;Parseo realizado                                                        
580735246 ;        9031;   ;pago      ;https://certificacion.webpay.cl         ;12112014      ;074912;200.54.88.50   ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
580735246 ;        9031;   ;pago      ;https://certificacion.webpay.cl         ;12112014      ;074912;200.54.88.50   ;OK ;597026007976        ;Mac generado                                                            
580735246 ;        9031;   ;pago      ;https://certificacion.webpay.cl         ;12112014      ;074912;200.54.88.50   ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
580735246 ;        9031;   ;pago      ;https://certificacion.webpay.cl         ;12112014      ;074912;200.54.88.50   ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
580735246 ;        9031;   ;pago      ;https://certificacion.webpay.cl         ;12112014      ;074912;200.54.88.50   ;OK ;597026007976        ;Datos listos para ser enviados                                          
580735246 ;        9031;   ;pago      ;https://certificacion.webpay.cl         ;12112014      ;074912;200.54.88.50   ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
580735246 ;        9031;   ;pago      ;https://certificacion.webpay.cl         ;12112014      ;074923;200.54.88.50   ;ERR;597026007976        ;Error en la respuesta TBK, codigo 33                                    
580735246 ;        9031;   ;pago      ;https://certificacion.webpay.cl         ;12112014      ;074923;200.54.88.50   ;ERR;597026007976        ;33                                                                      
          ;        9799;   ;Filtro    ;Inicio                                  ;12112014      ;074957;200.54.88.50   ;OK ;                    ;Inicio de filtrado                                                      
          ;        9799;   ;Filtro    ;tbk_param.txt                           ;12112014      ;074957;200.54.88.50   ;OK ;                    ;Archivo parseado                                                        
          ;        9799;   ;Filtro    ;Terminado                               ;12112014      ;074957;200.54.88.50   ;OK ;                    ;Datos Filtrados con exito                                               
580739798 ;        9799;   ;pago      ;inicio                                  ;12112014      ;074957;200.54.88.50   ;OK ;597026007976        ;Parseo realizado                                                        
580739798 ;        9799;   ;pago      ;https://certificacion.webpay.cl         ;12112014      ;074957;200.54.88.50   ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
580739798 ;        9799;   ;pago      ;https://certificacion.webpay.cl         ;12112014      ;074957;200.54.88.50   ;OK ;597026007976        ;Mac generado                                                            
580739798 ;        9799;   ;pago      ;https://certificacion.webpay.cl         ;12112014      ;074957;200.54.88.50   ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
580739798 ;        9799;   ;pago      ;https://certificacion.webpay.cl         ;12112014      ;074958;200.54.88.50   ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
580739798 ;        9799;   ;pago      ;https://certificacion.webpay.cl         ;12112014      ;074958;200.54.88.50   ;OK ;597026007976        ;Datos listos para ser enviados                                          
580739798 ;        9799;   ;pago      ;https://certificacion.webpay.cl         ;12112014      ;074958;200.54.88.50   ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
580739798 ;        9799;   ;pago      ;https://certificacion.webpay.cl         ;12112014      ;075007;200.54.88.50   ;OK ;597026007976        ;Datos validados                                                         
580739798 ;        9799;   ;pago      ;https://certificacion.webpay.cl         ;12112014      ;075007;200.54.88.50   ;OK ;597026007976        ;Token=e33806596454f2b58b2b5252417e04dfbd6e2af21426d25641bf9d9c73f5e6bc  
580739798 ;        9799;   ;pago      ;https://certificacion.webpay.cl         ;12112014      ;075007;200.54.88.50   ;OK ;597026007976        ;Redireccion web                                                         
580739798 ;        9799;   ;pago      ;https://certificacion.webpay.cl         ;12112014      ;075007;200.54.88.50   ;OK ;597026007976        ;Todo OK                                                                 
          ;       10529;   ;resultado ;Desencriptando                          ;12112014      ;075033;200.10.12.55   ;OK ;                    ;TBK_PARAM desencriptado                                                 
          ;       10529;   ;resultado ;Validacion                              ;12112014      ;075033;200.10.12.55   ;OK ;                    ;Entidad emisora de los datos validada                                   
          ;       10529;   ;resultado ;193                                     ;12112014      ;075033;200.10.12.55   ;OK ;                    ;Parseo de los datos                                                     
          ;       10529;   ;resultado ;193                                     ;12112014      ;075033;200.10.12.55   ;OK ;                    ;http://desarrollo.radar.cl/cocina/TB/compra.php                         
