          ;       12985;   ;Filtro    ;Inicio                                  ;01122014      ;094902;179.63.247.20  ;OK ;                    ;Inicio de filtrado                                                      
          ;       12985;   ;Filtro    ;tbk_param.txt                           ;01122014      ;094902;179.63.247.20  ;OK ;                    ;Archivo parseado                                                        
          ;       12985;   ;Filtro    ;Terminado                               ;01122014      ;094902;179.63.247.20  ;OK ;                    ;Datos Filtrados con exito                                               
745614235 ;       12985;   ;pago      ;inicio                                  ;01122014      ;094902;179.63.247.20  ;OK ;597026007976        ;Parseo realizado                                                        
745614235 ;       12985;   ;pago      ;https://certificacion.webpay.cl         ;01122014      ;094902;179.63.247.20  ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
745614235 ;       12985;   ;pago      ;https://certificacion.webpay.cl         ;01122014      ;094902;179.63.247.20  ;OK ;597026007976        ;Mac generado                                                            
745614235 ;       12985;   ;pago      ;https://certificacion.webpay.cl         ;01122014      ;094902;179.63.247.20  ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
745614235 ;       12985;   ;pago      ;https://certificacion.webpay.cl         ;01122014      ;094902;179.63.247.20  ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
745614235 ;       12985;   ;pago      ;https://certificacion.webpay.cl         ;01122014      ;094902;179.63.247.20  ;OK ;597026007976        ;Datos listos para ser enviados                                          
745614235 ;       12985;   ;pago      ;https://certificacion.webpay.cl         ;01122014      ;094902;179.63.247.20  ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
745614235 ;       12985;   ;pago      ;https://certificacion.webpay.cl         ;01122014      ;094911;179.63.247.20  ;OK ;597026007976        ;Datos validados                                                         
745614235 ;       12985;   ;pago      ;https://certificacion.webpay.cl         ;01122014      ;094911;179.63.247.20  ;OK ;597026007976        ;Token=ec0e3bf79d25e942e277254f1a89998375de838093a5ae57de4fd3dc121a4790  
745614235 ;       12985;   ;pago      ;https://certificacion.webpay.cl         ;01122014      ;094911;179.63.247.20  ;OK ;597026007976        ;Redireccion web                                                         
745614235 ;       12985;   ;pago      ;https://certificacion.webpay.cl         ;01122014      ;094911;179.63.247.20  ;OK ;597026007976        ;Todo OK                                                                 
