          ;       12743;   ;Filtro    ;Inicio                                  ;29082015      ;111121;200.120.70.233 ;OK ;                    ;Inicio de filtrado                                                      
          ;       12743;   ;Filtro    ;tbk_param.txt                           ;29082015      ;111121;200.120.70.233 ;OK ;                    ;Archivo parseado                                                        
          ;       12743;   ;Filtro    ;Terminado                               ;29082015      ;111121;200.120.70.233 ;OK ;                    ;Datos Filtrados con exito                                               
087188175 ;       12743;   ;pago      ;inicio                                  ;29082015      ;111121;200.120.70.233 ;OK ;597031240956        ;Parseo realizado                                                        
087188175 ;       12743;   ;pago      ;https://webpay.transbank.cl             ;29082015      ;111121;200.120.70.233 ;OK ;597031240956        ;Datos en datos/tbk_config.dat                                           
087188175 ;       12743;   ;pago      ;https://webpay.transbank.cl             ;29082015      ;111121;200.120.70.233 ;OK ;597031240956        ;Mac generado                                                            
087188175 ;       12743;   ;pago      ;https://webpay.transbank.cl             ;29082015      ;111121;200.120.70.233 ;OK ;597031240956        ;Construccion TBK_PARAM                                                  
087188175 ;       12743;   ;pago      ;https://webpay.transbank.cl             ;29082015      ;111121;200.120.70.233 ;OK ;597031240956        ;TBK_PARAM encriptado                                                    
087188175 ;       12743;   ;pago      ;https://webpay.transbank.cl             ;29082015      ;111121;200.120.70.233 ;OK ;597031240956        ;Datos listos para ser enviados                                          
087188175 ;       12743;   ;pago      ;https://webpay.transbank.cl             ;29082015      ;111121;200.120.70.233 ;OK ;597031240956        ;Medio 1: Transaccion segura                                             
087188175 ;       12743;   ;pago      ;https://webpay.transbank.cl             ;29082015      ;111125;200.120.70.233 ;OK ;597031240956        ;Datos validados                                                         
087188175 ;       12743;   ;pago      ;https://webpay.transbank.cl             ;29082015      ;111125;200.120.70.233 ;OK ;597031240956        ;Token=e11a831465c00140c57e6f16cad3a0747919fc5ad083e76e1dced63988110642  
087188175 ;       12743;   ;pago      ;https://webpay.transbank.cl             ;29082015      ;111125;200.120.70.233 ;OK ;597031240956        ;Redireccion web                                                         
087188175 ;       12743;   ;pago      ;https://webpay.transbank.cl             ;29082015      ;111125;200.120.70.233 ;OK ;597031240956        ;Todo OK                                                                 
          ;       14392;   ;resultado ;Desencriptando                          ;29082015      ;111347;200.10.14.177  ;OK ;                    ;TBK_PARAM desencriptado                                                 
          ;       14392;   ;resultado ;Validacion                              ;29082015      ;111347;200.10.14.177  ;OK ;                    ;Entidad emisora de los datos validada                                   
          ;       14392;   ;resultado ;260                                     ;29082015      ;111347;200.10.14.177  ;OK ;                    ;Parseo de los datos                                                     
          ;       14392;   ;resultado ;260                                     ;29082015      ;111347;200.10.14.177  ;OK ;                    ;http://www.clubdelacocina.cl/TB/compra.php                              
87188175  ;       14392;   ;transacc  ;87188175                                ;29082015      ;111347;200.10.14.177  ;OK ;597031240956        ;conectandose al port :(80)                                              
87188175  ;       14392;   ;resultado ;logro abrir_conexion                    ;29082015      ;111347;200.10.14.177  ; 0 ;597031240956        ;Abrio socket para conex-com                                             
87188175  ;       14392;   ;transacc  ;87188175                                ;29082015      ;111347;200.10.14.177  ;OK ;597031240956        ;POST a url http://www.clubdelacocina.cl/TB/compra.php                   
87188175  ;       14392;   ;transacc  ;87188175                                ;29082015      ;111347;200.10.14.177  ;OK ;597031240956        ;mensaje enviado                                                         
          ;       14394;   ;check_mac ;                                        ;29082015      ;111347;EMPTY          ;OK ;                    ;Todo OK                                                                 
87188175  ;       14392;   ;transacc  ;87188175                                ;29082015      ;111347;200.10.14.177  ;OK ;597031240956        ;Llego ACK del Comercio                                                  
87188175  ;       14392;   ;resultado ;260                                     ;29082015      ;111347;200.10.14.177  ;OK ;597031240956        ;tienda acepto transaccion                                               
87188175  ;       14392;   ;resultado ;260                                     ;29082015      ;111347;200.10.14.177  ;OK ;597031240956        ;respuesta enviada a TBK (ACK)                                           
87188175  ;       14392;   ;resultado ;260                                     ;29082015      ;111347;200.10.14.177  ;OK ;597031240956        ;Todo OK                                                                 
