          ;        5271;   ;Filtro    ;Inicio                                  ;27042015      ;132351;190.215.145.23 ;OK ;                    ;Inicio de filtrado                                                      
          ;        5271;   ;Filtro    ;tbk_param.txt                           ;27042015      ;132351;190.215.145.23 ;OK ;                    ;Archivo parseado                                                        
          ;        5271;   ;Filtro    ;Terminado                               ;27042015      ;132351;190.215.145.23 ;OK ;                    ;Datos Filtrados con exito                                               
016623144 ;        5271;   ;pago      ;inicio                                  ;27042015      ;132351;190.215.145.23 ;OK ;597031240956        ;Parseo realizado                                                        
016623144 ;        5271;   ;pago      ;https://webpay.transbank.cl             ;27042015      ;132351;190.215.145.23 ;OK ;597031240956        ;Datos en datos/tbk_config.dat                                           
016623144 ;        5271;   ;pago      ;https://webpay.transbank.cl             ;27042015      ;132351;190.215.145.23 ;OK ;597031240956        ;Mac generado                                                            
016623144 ;        5271;   ;pago      ;https://webpay.transbank.cl             ;27042015      ;132351;190.215.145.23 ;OK ;597031240956        ;Construccion TBK_PARAM                                                  
016623144 ;        5271;   ;pago      ;https://webpay.transbank.cl             ;27042015      ;132351;190.215.145.23 ;OK ;597031240956        ;TBK_PARAM encriptado                                                    
016623144 ;        5271;   ;pago      ;https://webpay.transbank.cl             ;27042015      ;132351;190.215.145.23 ;OK ;597031240956        ;Datos listos para ser enviados                                          
016623144 ;        5271;   ;pago      ;https://webpay.transbank.cl             ;27042015      ;132351;190.215.145.23 ;OK ;597031240956        ;Medio 1: Transaccion segura                                             
016623144 ;        5271;   ;pago      ;https://webpay.transbank.cl             ;27042015      ;132354;190.215.145.23 ;OK ;597031240956        ;Datos validados                                                         
016623144 ;        5271;   ;pago      ;https://webpay.transbank.cl             ;27042015      ;132354;190.215.145.23 ;OK ;597031240956        ;Token=e2d99a360aae536b9f9c00d26062b275ca6a636ab23cbb48d9df1fc1cab97aca  
016623144 ;        5271;   ;pago      ;https://webpay.transbank.cl             ;27042015      ;132354;190.215.145.23 ;OK ;597031240956        ;Redireccion web                                                         
016623144 ;        5271;   ;pago      ;https://webpay.transbank.cl             ;27042015      ;132354;190.215.145.23 ;OK ;597031240956        ;Todo OK                                                                 
          ;        5758;   ;resultado ;Desencriptando                          ;27042015      ;132500;200.10.14.177  ;OK ;                    ;TBK_PARAM desencriptado                                                 
          ;        5758;   ;resultado ;Validacion                              ;27042015      ;132500;200.10.14.177  ;OK ;                    ;Entidad emisora de los datos validada                                   
          ;        5758;   ;resultado ;251                                     ;27042015      ;132500;200.10.14.177  ;OK ;                    ;Parseo de los datos                                                     
          ;        5758;   ;resultado ;251                                     ;27042015      ;132500;200.10.14.177  ;OK ;                    ;http://www.clubdelacocina.cl/TB/compra.php                              
16623144  ;        5758;   ;transacc  ;16623144                                ;27042015      ;132500;200.10.14.177  ;OK ;597031240956        ;conectandose al port :(80)                                              
16623144  ;        5758;   ;resultado ;logro abrir_conexion                    ;27042015      ;132500;200.10.14.177  ; 0 ;597031240956        ;Abrio socket para conex-com                                             
16623144  ;        5758;   ;transacc  ;16623144                                ;27042015      ;132500;200.10.14.177  ;OK ;597031240956        ;POST a url http://www.clubdelacocina.cl/TB/compra.php                   
16623144  ;        5758;   ;transacc  ;16623144                                ;27042015      ;132500;200.10.14.177  ;OK ;597031240956        ;mensaje enviado                                                         
          ;        5760;   ;check_mac ;                                        ;27042015      ;132501;EMPTY          ;OK ;                    ;Todo OK                                                                 
16623144  ;        5758;   ;transacc  ;16623144                                ;27042015      ;132501;200.10.14.177  ;OK ;597031240956        ;Llego ACK del Comercio                                                  
16623144  ;        5758;   ;resultado ;251                                     ;27042015      ;132501;200.10.14.177  ;OK ;597031240956        ;tienda acepto transaccion                                               
16623144  ;        5758;   ;resultado ;251                                     ;27042015      ;132501;200.10.14.177  ;OK ;597031240956        ;respuesta enviada a TBK (ACK)                                           
16623144  ;        5758;   ;resultado ;251                                     ;27042015      ;132501;200.10.14.177  ;OK ;597031240956        ;Todo OK                                                                 
