          ;       26257;   ;Filtro    ;Inicio                                  ;29012015      ;102453;200.75.17.186  ;OK ;                    ;Inicio de filtrado                                                      
          ;       26257;   ;Filtro    ;tbk_param.txt                           ;29012015      ;102453;200.75.17.186  ;OK ;                    ;Archivo parseado                                                        
          ;       26257;   ;Filtro    ;Terminado                               ;29012015      ;102453;200.75.17.186  ;OK ;                    ;Datos Filtrados con exito                                               
255589373 ;       26257;   ;pago      ;inicio                                  ;29012015      ;102453;200.75.17.186  ;OK ;597031240956        ;Parseo realizado                                                        
255589373 ;       26257;   ;pago      ;https://webpay.transbank.cl             ;29012015      ;102453;200.75.17.186  ;OK ;597031240956        ;Datos en datos/tbk_config.dat                                           
255589373 ;       26257;   ;pago      ;https://webpay.transbank.cl             ;29012015      ;102453;200.75.17.186  ;OK ;597031240956        ;Mac generado                                                            
255589373 ;       26257;   ;pago      ;https://webpay.transbank.cl             ;29012015      ;102453;200.75.17.186  ;OK ;597031240956        ;Construccion TBK_PARAM                                                  
255589373 ;       26257;   ;pago      ;https://webpay.transbank.cl             ;29012015      ;102453;200.75.17.186  ;OK ;597031240956        ;TBK_PARAM encriptado                                                    
255589373 ;       26257;   ;pago      ;https://webpay.transbank.cl             ;29012015      ;102453;200.75.17.186  ;OK ;597031240956        ;Datos listos para ser enviados                                          
255589373 ;       26257;   ;pago      ;https://webpay.transbank.cl             ;29012015      ;102453;200.75.17.186  ;OK ;597031240956        ;Medio 1: Transaccion segura                                             
255589373 ;       26257;   ;pago      ;https://webpay.transbank.cl             ;29012015      ;102456;200.75.17.186  ;OK ;597031240956        ;Datos validados                                                         
255589373 ;       26257;   ;pago      ;https://webpay.transbank.cl             ;29012015      ;102456;200.75.17.186  ;OK ;597031240956        ;Token=e96585b29b30a9d2b8883f8501da07f19fce5fc3d25311db72cb98c7ad8b6123  
255589373 ;       26257;   ;pago      ;https://webpay.transbank.cl             ;29012015      ;102456;200.75.17.186  ;OK ;597031240956        ;Redireccion web                                                         
255589373 ;       26257;   ;pago      ;https://webpay.transbank.cl             ;29012015      ;102456;200.75.17.186  ;OK ;597031240956        ;Todo OK                                                                 
          ;       26974;   ;resultado ;Desencriptando                          ;29012015      ;102557;200.10.14.177  ;OK ;                    ;TBK_PARAM desencriptado                                                 
          ;       26974;   ;resultado ;Validacion                              ;29012015      ;102557;200.10.14.177  ;OK ;                    ;Entidad emisora de los datos validada                                   
          ;       26974;   ;resultado ;234                                     ;29012015      ;102557;200.10.14.177  ;OK ;                    ;Parseo de los datos                                                     
          ;       26974;   ;resultado ;234                                     ;29012015      ;102557;200.10.14.177  ;OK ;                    ;http://www.clubdelacocina.cl/beta/TB/compra.php                         
255589373 ;       26974;   ;transacc  ;255589373                               ;29012015      ;102557;200.10.14.177  ;OK ;597031240956        ;conectandose al port :(80)                                              
255589373 ;       26974;   ;resultado ;logro abrir_conexion                    ;29012015      ;102557;200.10.14.177  ; 0 ;597031240956        ;Abrio socket para conex-com                                             
255589373 ;       26974;   ;transacc  ;255589373                               ;29012015      ;102557;200.10.14.177  ;OK ;597031240956        ;POST a url http://www.clubdelacocina.cl/beta/TB/compra.php              
255589373 ;       26974;   ;transacc  ;255589373                               ;29012015      ;102557;200.10.14.177  ;OK ;597031240956        ;mensaje enviado                                                         
          ;       26978;   ;check_mac ;                                        ;29012015      ;102557;EMPTY          ;OK ;                    ;Todo OK                                                                 
          ;       26974;   ;resultado ;234                                     ;29012015      ;102558;200.10.14.177  ;OK ;                    ;tienda NO acepto transaccion                                            
          ;       26974;   ;resultado ;234                                     ;29012015      ;102558;200.10.14.177  ;OK ;                    ;respuesta enviada a TBK (ERR)                                           
255589373 ;       26974;   ;resultado ;datoscom                                ;29012015      ;102558;200.10.14.177  ;Ok ;597031240956        ;Error al obtener ack (46)                                               
          ;       26974;   ;resultado ;234                                     ;29012015      ;102558;200.10.14.177  ;ERR;                    ;46                                                                      
