          ;       28056;   ;Filtro    ;Inicio                                  ;11032015      ;195248;201.214.3.200  ;OK ;                    ;Inicio de filtrado                                                      
          ;       28056;   ;Filtro    ;tbk_param.txt                           ;11032015      ;195248;201.214.3.200  ;OK ;                    ;Archivo parseado                                                        
          ;       28056;   ;Filtro    ;Terminado                               ;11032015      ;195248;201.214.3.200  ;OK ;                    ;Datos Filtrados con exito                                               
612876831 ;       28056;   ;pago      ;inicio                                  ;11032015      ;195248;201.214.3.200  ;OK ;597031240956        ;Parseo realizado                                                        
612876831 ;       28056;   ;pago      ;https://webpay.transbank.cl             ;11032015      ;195248;201.214.3.200  ;OK ;597031240956        ;Datos en datos/tbk_config.dat                                           
612876831 ;       28056;   ;pago      ;https://webpay.transbank.cl             ;11032015      ;195248;201.214.3.200  ;OK ;597031240956        ;Mac generado                                                            
612876831 ;       28056;   ;pago      ;https://webpay.transbank.cl             ;11032015      ;195248;201.214.3.200  ;OK ;597031240956        ;Construccion TBK_PARAM                                                  
612876831 ;       28056;   ;pago      ;https://webpay.transbank.cl             ;11032015      ;195248;201.214.3.200  ;OK ;597031240956        ;TBK_PARAM encriptado                                                    
612876831 ;       28056;   ;pago      ;https://webpay.transbank.cl             ;11032015      ;195248;201.214.3.200  ;OK ;597031240956        ;Datos listos para ser enviados                                          
612876831 ;       28056;   ;pago      ;https://webpay.transbank.cl             ;11032015      ;195248;201.214.3.200  ;OK ;597031240956        ;Medio 1: Transaccion segura                                             
612876831 ;       28056;   ;pago      ;https://webpay.transbank.cl             ;11032015      ;195251;201.214.3.200  ;OK ;597031240956        ;Datos validados                                                         
612876831 ;       28056;   ;pago      ;https://webpay.transbank.cl             ;11032015      ;195251;201.214.3.200  ;OK ;597031240956        ;Token=eed7323b008fd7ce7605c5b51ced1c400a4fb2ecd749ff2209b4b10a71249345  
612876831 ;       28056;   ;pago      ;https://webpay.transbank.cl             ;11032015      ;195251;201.214.3.200  ;OK ;597031240956        ;Redireccion web                                                         
612876831 ;       28056;   ;pago      ;https://webpay.transbank.cl             ;11032015      ;195251;201.214.3.200  ;OK ;597031240956        ;Todo OK                                                                 
