          ;       13069;   ;Filtro    ;Inicio                                  ;07122014      ;173927;186.105.124.90 ;OK ;                    ;Inicio de filtrado                                                      
          ;       13069;   ;Filtro    ;tbk_param.txt                           ;07122014      ;173927;186.105.124.90 ;OK ;                    ;Archivo parseado                                                        
          ;       13069;   ;Filtro    ;Terminado                               ;07122014      ;173927;186.105.124.90 ;OK ;                    ;Datos Filtrados con exito                                               
800276735 ;       13069;   ;pago      ;inicio                                  ;07122014      ;173927;186.105.124.90 ;OK ;597031240956        ;Parseo realizado                                                        
800276735 ;       13069;   ;pago      ;https://webpay.transbank.cl             ;07122014      ;173927;186.105.124.90 ;OK ;597031240956        ;Datos en datos/tbk_config.dat                                           
800276735 ;       13069;   ;pago      ;https://webpay.transbank.cl             ;07122014      ;173927;186.105.124.90 ;OK ;597031240956        ;Mac generado                                                            
800276735 ;       13069;   ;pago      ;https://webpay.transbank.cl             ;07122014      ;173927;186.105.124.90 ;OK ;597031240956        ;Construccion TBK_PARAM                                                  
800276735 ;       13069;   ;pago      ;https://webpay.transbank.cl             ;07122014      ;173927;186.105.124.90 ;OK ;597031240956        ;TBK_PARAM encriptado                                                    
800276735 ;       13069;   ;pago      ;https://webpay.transbank.cl             ;07122014      ;173927;186.105.124.90 ;OK ;597031240956        ;Datos listos para ser enviados                                          
800276735 ;       13069;   ;pago      ;https://webpay.transbank.cl             ;07122014      ;173927;186.105.124.90 ;OK ;597031240956        ;Medio 1: Transaccion segura                                             
800276735 ;       13069;   ;pago      ;https://webpay.transbank.cl             ;07122014      ;173930;186.105.124.90 ;OK ;597031240956        ;Datos validados                                                         
800276735 ;       13069;   ;pago      ;https://webpay.transbank.cl             ;07122014      ;173930;186.105.124.90 ;OK ;597031240956        ;Token=eeb6e36ba193b43f740519aa987fb68ce83998e78b06c3c9776a086db0333364  
800276735 ;       13069;   ;pago      ;https://webpay.transbank.cl             ;07122014      ;173930;186.105.124.90 ;OK ;597031240956        ;Redireccion web                                                         
800276735 ;       13069;   ;pago      ;https://webpay.transbank.cl             ;07122014      ;173930;186.105.124.90 ;OK ;597031240956        ;Todo OK                                                                 
